"Title","Description","Price","Condition","Ad Posted Date","Username of Seller"
"NB North Bayou H80 Full Motion Monitor Desk Mount","About this item Fits: Most 17"" to 27"" Monitors & LCD/ LED TVS, Load 2Kg to 9Kg. VESA compliant 75 x 75, 100 x 100 mm Rotation 360° Swivel ±90° Tilt angle +85° to -30° Upright lift distance 260mm, Maximum height to centre of VESA mount 550mm Maximum extension 550mm","रू. 4,500","| Brand New","6 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Uniarch 43"" LED FHD Monitor MW3243-F-V","43"" LED FHD Monitor 4 MW3243-F-V Display Type: LED Backlight | Max Resolution : 3840*2160 Aspect Ratio : 16:9 | Input : VGA*1 | HDMI*1 | Audio*1 Accessories : Remote | HDMI cable | Adapter | Quick guide","रू. 80,625","| Brand New","1 months ago","Rhythm Kala Suppliers 9851126504"
"JD Kee 17 Inch LED Monitor With HDMI & VGA","Brand: JD Kee BRIGHTNESS : 300 CD/M2 RESOLUTION: 1024×768 DISPLAY COLORS : 16.7 MILLION Refresh Rate : 60Hz Screen Size : 17.3 Inches Hardware Interface : VGA, HDMI Warranty: 1 Year Price: 4200 Magic Computer Solution Newroad, Sankata, Kathmandu ☎️ 01-5914141, 📱9849740418, 9821807037 (Call/whatsApp/Viber) 🌐 https://www.magicsolution.com.np/ 🌐https://www.facebook.com/magicsolutionnepal/","रू. 4,200","| Brand New","6 months ago","Magic Computer Solution"
"Huntkey 24"" FHD Borderless Monitor","Key Features Model: RRB2413 Resolution: FHD (1920x1080) Display: IPS, 60Hz, 5 ms Ports: VGA, HDMI Brightness: 250cd/㎡ Warranty: 1 Year Price: Nrs.20,000 For Details Magic Computer Solution Newroad, Sankata, Kathmandu ☎️ 01-5914141, 📱9849740418, 9821807037 (Call/whatsApp/Viber) 🌐 https://www.magicsolution.com.np/ 🌐https://www.facebook.com/magicsolutionnepal/","रू. 20,000","| Brand New","10 months ago","Magic Computer Solution"
"Uniarch 43"" LED FHD Monitor MW3255-F-V","55"" LED FHD Monitor Display Type: LED Backlight | Max Resolution : 3840*2160 Aspect Ratio : 16:9 | Input : VGA*1 | HDMI*1 | Audio*1 Accessories : Remote | HDMI cable | Adapter | Quick guide","रू. 1,12,500","| Brand New","1 months ago","Rhythm Kala Suppliers 9851126504"
"Uniarch 22"" LED FHD Monitor MW3222-L","22"" LED FHD Monitor 1 MW3222-L Display Type : LED Backlight | Max Resolution : 1920*1080 Aspect Ratio : 16:9 | Input : VGA*1 | HDMI*1 Accessories : Adapter | Pedestal | Quick Guide","रू. 12,000","| Brand New","1 months ago","Rhythm Kala Suppliers 9851126504"
"MONITOR STAND - WALL MOUNT HB-4032-E","Wall Mount Bracket for 43""/55"" Monitor Dimensions : 500(W)×430(H)×46(D) Weight : 1.6 Kg Applicable Model : MW3243-F-V | MW3255-F-V","रू. 2,500","| Brand New","1 months ago","Rhythm Kala Suppliers 9851126504"
"Msi G27C4 E2 170hz 1ms 27"" VA FHD Gaming Monitor","MSI G27C4X / 27"" 1500R CURVED VA / 1920x1080@250HZ FHD / 300NITS / 1MS(MPRT) / DP, HDMI","रू. 31,000","| Brand New","4 months ago","Rhythm Kala Suppliers 9851126504"
"FeelWorld F6 Plus 5.5"" 4K HDMI Monitor","FeelWorld F6 Plus 5.5"" 4K HDMI Monitor","रू. 21,000","| Brand New","3 months ago","Camera Pasal"
"Aoc 24"" G2490vx VA 144hz FHD Gaming Monitor","AOC G2490VX 24"" Class Frameless Gaming Monitor, FHD 1920x1080, 1ms 144Hz, FreeSync Premium, 126% sRGB / 93% DCI-P3, 3Yr Re-Spawned Zero Dead Pixels, Black","रू. 21,000","| Brand New","2 months ago","Rhythm Kala Suppliers 9851126504"
"MSI -MAG342CQRV 34"" UWQHD CORVE 144HZ MONITOR","MSI -MAG342CQRV 34"" UWQHD CORVE 144HZ MONITOR","रू. 99,000","| Brand New","1 years ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"ACER XG270HU 27"" QWHD 144HZ GAMNIG MONITOR","About this item Acer XG 27"" monitor features WQHD resolution (2560 x 1440) presenting stunning, high quality images with excellent detail that not only enhances users’ working efficiency, but creates outstanding visual enjoyment. With AMD Free Sync, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, which eliminates screen tearing and delivers very smooth gaming experiences.","रू. 53,000","| Brand New","1 years ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Hikvision 55 Inch 4K Monitor DS-D5055UC-C","Designed for surveillance, high reliability and stability 55"" LED backlight with wide display equipment 4K resolution is 4 times the resolution of 1080p, providing a wider view and more fine detail Multiple inputs: HDMI, VGA, USB Narrow front bezel Wide view angle: Horizontal 178°, Vertical 178°","रू. 1,18,000","| Brand New","4 days ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Fantech Monitor Stand Desk ACGD171","Product details of Fantech Monitor Stand Desk ACGD171 STURDY STRUCTURE - Built with Steel C-Clamp mount, provides a sturdy and stable structure which can withstand up to 20kg. MAXIMIZED DESK SPACE - ACGD171 adds a seperate surface for your monitor while leaving your entire desk surface clear. PREMIUM MATERIAL - Constructed with high quality durable materials, our carbon fiber surface is resistant to scratches and water damage. yet effortlessly east to maintain. ERGONOMIC DESIGN - Elevate your ho","रू. 3,200","| Brand New","6 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Hikvision 19"" LED Monitor (DS-D5019QE-B)","LED backlit technology with full HD 1366 x 768 19"" LED backlight monitor Image processing: 3D comb filter, 3D De-interlace, 3D noise reduction Multiple interfaces: HDMI, VGA Wide viewing angle: Horizontal 90°, Vertical 65°","रू. 11,800","| Brand New","4 days ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"BenQ EW2480 24-Inch 1080p Eye-Care IPS Monitor","About this item 24-INCH FHD 1080p MONITOR Bezel-less monitor with HDRi to optimize HDR images GAMING MONITOR FreeSync and 75Hz refresh rate for smooth gaming PROPRIETARY EYE CARE Brightness Intelligence Plus Low Blue Light FlickerFree ePaper simulated eReader Color Weakness for color blindness and Eye Reminder to take scheduled breaks","रू. 23,300","| Brand New","2 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Feelworld F6 Plus 5.5"" 4k HDMI Monitor","Touchscreen 1920 x 1080 Display Up to DCI 4K HDMI Input; HDMI Output LUT Support via SD Card Slot DC, USB, L-Series/LP-E6 Power Support","रू. 22,000","| Brand New","5 months ago","Camera Pasal"
"I5 6th Gen Desktop With Monitor Mouse And Keyboard","i5 6th gen processer 8gbram ram 128gb ssd 19inch led monitor Keyboard Mouse Powercable VGA cable Windows 10 pro 64bit 2019 office Photoshop cs8 Google chrome All complete setup brand new 1 year warrenty boxpack Price 23500 Limited stock Hurry up grab the best deal Free Delivery all over nepal For more information what's app +9779816708421","रू. 23,500","| Brand New","7 days ago","Pravesh Regmi"
"GIGABYTE G34WQC 34″ Gaming Monitor 144Hz UltraWide","Screen Size: 34 Inches Display Resolution Maximum: 3440 x 1440 Pixels Brand: GIGABYTE Special Features: Ultra Wide Curved Tilt Adjustment Height Adjustment Low Blue Light Flicker-Free Refresh Rate: 144 Hz Key Features: Ultra-Wide Curved Display: Immerse yourself in a 34″ VA display with a 1500R curvature and 21:9 aspect ratio. High Refresh Rate: Enjoy smooth gameplay with a 144Hz refresh rate and a quick 1ms (MPRT) response time. FreeSync Premium: Eliminate screen tearing and stuttering for sea","रू. 72,000","| Brand New","19 days ago","Monkey Gadget"
"BenQ Mobiuz EX2710R 27'' 165Hz Curved Monitor 2K","bout this item Level Up the Game: 27 Inch QHD 1440p VA 1000R Curved gaming computer monitor features Freesync Premium and color optimizer settings. Built-in Dual Speakers: Free up desk space with built-in speakers that delivers premium audio. The 2.1 channel amplifier s 5W subwoofer delivers a vibrant bass note Eye-Care Tech: Our exclusive Eye-Care technology reduces eye fatigue for optimal comfort, productivity and allows you to work for an extended period of time.","रू. 79,300","| Brand New","2 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"BenQ GW2480 24"" FHD 1080p | IPS | Eye-Care Monitor","About this item Work Productively and Comfortably: 24 Inch IPS 1080P FHD Computer Monitor featuring an edge-to-edge display that allows you to focus on the important work. Work, play, and learn all in one place! Proprietary Eye-Care Tech: Our exclusive Eye-Care technology reduces eye fatigue for optimal comfort, productivity and allows you to work for an extended period of time.","रू. 19,500","| Brand New","2 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"BenQ GW2480T 24 Inch, 1080P IPS Monitor","About this item 24 inch Full HD 1080P IPS panel: 23. 8” Full HD IPS widescreen with 1920x1080 resolution, 250 nits of brightness, built-in speakers, with HEIGHT ADJUSTMENT Wide viewing angle: 178° wide viewing angle for Clarity from any viewing angle Edge to edge slim bezel design: ultra-slim bezel for virtually seamless multi-panel configurations for extended view, space-saving base, elegant design for home office","रू. 23,300","| Brand New","2 months ago","Bagmati Office Suppliers Https://Bagmatisuppliers.Com.Np"
"Msi MP242 Pro Monitor Brand New","PANEL SIZE 23.8"" PANEL RESOLUTION 1920 x 1080 (Full HD) REFRESH RATE 75Hz RESPONSE TIME 5ms PANEL TYPE IPS BRIGHTNESS (NITS) 250 cd/m2 VIEWING ANGLE 178°(H) / 178°(V) ASPECT RATIO 16:09 CURVATURE Flat CONTRAST RATIO 1000:1 (TYP) sRGB 99.1% (CIE 1976) ACTIVE DISPLAY AREA (MM) 527.04(H) x 296.46(V) PIXEL PITCH (H X V) 0.2745(H) x 0.2745(V) SURFACE TREATMENT Anti-glare DISPLAY COLORS 16.7M COLOR BIT 6 bits + FRC KENSINGTON LOCK Yes I/O PORTS 1x HDMI (1.4) 1x D-Sub (VGA)","रू. 26,000","| Brand New","2 years ago","Birendra Shrestha"
"Samsung LF27T350FHEXXM T35 SERIES 27"" IPS Monitor","Specifications • Display ResolutionFull HD (1920 x 1080) • Eye Saver ModeEye Saver Mode • Flicker FreeFlicker Free • Game ModeGame Mode • FreeSyncFreeSync • HDMI InputHDMI Input Specifications Detail Display • Screen Size (Class)27 • Flat / CurvedFlat • Active Display Size (HxV) (mm)597.888 × 336.312 mm • Aspect Ratio16:9 • Panel TypeIPS • Brightness (Typical)250 cd/㎡ • Brightness (Min)200 cd/㎡ • Contrast Ratio Static1000:1(Typical) • Contrast Ratio (Dynamic)Mega • Re","रू. 22,500","| Brand New","4 months ago","Rhythm Kala Suppliers 9851126504"
"FeelWorld F6 Plus 5.5"" 4K HDMI Monitor","Touchscreen 1920 x 1080 Display Up to DCI 4K HDMI Input; HDMI Output LUT Support via SD Card Slot DC, USB, L-Series/LP-E6 Power Support HDR, Vectorscope, Histogram & More","रू. 21,000","| Brand New","2 months ago","Dipal Pradhan"
"BENQ GW 2780T IPS FHD LED 27 MONITOR FOR SALE","BenQ GW2780T 27 inch (68cm) 1920 X 1080 Pixels IPS Full HD Ultra-Slim Bezel Monitor- Height Adjustment, Eye Care, Anti-Glare, Brightness Intelligence, Speakers, Color Weakness Mode, HDMI, DP (Black)","रू. 33,000","| Brand New","11 months ago","Birendra Shrestha"
"19 Inc Ps Tech Monitor Led Brand New","Brand ; Ps Tech 19 led Monitor One Year Warrenty !!! Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 5,700","| Brand New","2 years ago","Birendra Shrestha"
"MSI Optix G271 27"" 144Hz FHD IPS FreeSync Monitor","Gaming Monitor MSI Optix G271-68.58 cm (27 inch) IPS Gaming Monitor – Full HD - 144hz Refresh Rate - 1ms Response time – AMD Freeync for Esports CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 43,000","| Brand New","2 years ago","Birendra Shrestha"
"Msi 24; Artymis 242C 165hz Curved Monitor Brandnew","PANEL SIZE 23.6"" PANEL RESOLUTION 1920 x 1080 REFRESH RATE 165HZ RESPONSE TIME 1ms(MPRT) PANEL TYPE VA BRIGHTNESS (NITS) 250 (Typ.) VIEWING ANGLE 178°(H) / 178°(V) ASPECT RATIO 16:9 CURVATURE 1000R CONTRAST RATIO 3000:1 (Typ.)","रू. 41,000","| Brand New","2 years ago","Birendra Shrestha"
"Mini Pc And Monitor Full Setup","I5 6th Generation 8GB Ram 256GB SSD","रू. 24,999","| Brand New","1 months ago","Digital Store"
"Koorui 24E3 24"" 165Hz 1080P 1Ms Gaming Monitor","Model: Koorui 24E3 24"" 165Hz Resolution: FHD (1920 x 1080) Display: IPS, 165Hz, 1ms MPRT, Ports: HDMI, DP One Year Warrenty !!!","रू. 21,999","| Brand New","6 months ago","Birendra Shrestha"
"MSI Optix G241V Monitor Brand New On Sale","Panel Size 23.8"" (60cm) Panel Resolution 1920 x 1080 (FHD) Refresh Rate 75Hz Response time 1ms Panel Type IPS Brightness (nits) 250 nits Viewing Angle 178° (H)/178° (V) Aspect Ratio 16:09 Contrast Ratio 1000:01:00 Active Display Area (mm) 527.04(H) x 296.46(V) Pixel Pitch (H x V) 0.2745(H) x 0.2745(V) Surface Treatment Anti-glare Display Colors 16.7M Adobe RGB / DCI-P3 / sRGB 81.2% / 102.4% Video ports 1x Display Port (1.2a) 1x HDMI (1.4) Audio 1x Earphone out Kensington Lock YES","रू. 29,000","| Brand New","2 years ago","Birendra Shrestha"
"Benq GW2283 Bezel-Less IPS Monitor","22"" FHD Bezel-Less IPS Monitor Anti-Glare, Brightness Intelligence Flicker-free technology ,60Hz CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9705422141 Mail id - birendrashre@gmail.com","रू. 17,000","| Brand New","3 months ago","Digital One Pvt Ltd"
"BenQ PD2705Q 2K Professional Designer Monitor","BenQ PD2705q 2K Professional Designer Monitor, The 27-inch HDR IPS BenQ PD2705Q monitor. Created to satisfy the needs of graphic designers. With HDR10 technology and support for 100% of the sRGB and Rec. 709 color gamut’s, this monitor gives your projects vibrant colors. The BenQ PD2705Q is manufactured by BenQ AQCOLOR technology. which produces amazing images with a 2560 x 1440 resolution and a 60 Hz refresh rate. Including flexible connectivity choices and advanced eye care technologies. For","रू. 65,000","| Brand New","26 days ago","Digital One Pvt Ltd"
"Dell Monitor 22 Led Brand New On SALE","Dell 22 Monitor - E2221HN, Full HD (1080p) 1920 x 1080 at 60 / 75 Hz, TN Panel, HDMI, VGA, , Black One Year Warrenty !! CALL US FOR BEST PRICE Digital One Pvt ltd at New Road Sankata PHONE NO - 01-5331676, 01-5330587 MOB/ VIBER- 9841422141 Ntc ; 9851137605 Ncell - 9803293527 Mail id - birendrashre@gmail.com","रू. 15,000","| Brand New","8 months ago","Digital One Pvt Ltd"
"Gigabyte G24F 2 Monitor","G24F 2 Gaming Monitor Specification Panel Size (diagonal) 23.8”SS IPS Display Viewing Area (HxV) 527.04x296.46 mm Panel Backlight/ Type Edge Display Surface(non-glare/ glare) Non-glare Color Saturation 95% DCI-P3, 125% sRGB True Resolution 1920 x 1080(FHD) Pixel Pitch 0.2745(H) x 0.2745(V) mm Brightness 300 cd/m2(TYP) Contrast Ratio 1100:1 Viewing Angle 178°(H)/178°(V) Display Colors 16.7M Response Time 1ms MPRT Refresh Rate 165Hz/OC 180Hz HDR HDR ready Call Or Text at 9818115325","रू. 30,999","| Brand New","1 years ago","Interactive Computer Systems"
"Gigabyte G24F 2 Gaming Monitor","Panel Size (diagonal) 23.8”SS IPS Display Viewing Area (HxV) 527.04x296.46 mm Panel Backlight/ Type Edge Display Surface(non-glare/ glare) Non-glare Color Saturation 95% DCI-P3, 125% sRGB True Resolution 1920 x 1080(FHD) Pixel Pitch 0.2745(H) x 0.2745(V) mm Brightness 300 cd/m2(TYP) Contrast Ratio 1100:1 Viewing Angle 178°(H)/178°(V) Display Colors 16.7M Response Time 1ms MPRT Refresh Rate 165Hz/OC 180Hz HDR HDR ready Flicker-free Call Or Viber at 9818115325","रू. 30,999","| Brand New","1 years ago","Interactive Computer Systems"
"Zillion Digital Monitor","Zillion digital monitor 18.5 inch","रू. 8,500","| Brand New","7 months ago","Laptop And Accessories"
"HP M24f 23.8-Inch(60.45cm) Eye Safe Monitor","IPS Display: 23.8-inch (60.45 cm) Full HD (1920 x 1080) IPS Anti Glare Display, 300 nits Brightness, upto 75Hz Refresh Rate. Display scan frequency (horizontal) : 30-86 KHz, Display scan frequency (vertical) 48-75 Hz| Aspect Ratio: 16:9 HP Eye Ease with Eyesafe Certication: An always-on blue light fllter that keeps your eyes comfortable with zero impact on color accuracy Sustainable design: Designed with sustainability in mind, the plastic enclosures are made with 85% recycled materials and 5% r","रू. 34,500","| Brand New","7 months ago","Laptop And Accessories"
"GIGABYTE G24F 23.8 Inch Gaming Led Monitor","Panel Size (diagonal) : 23.8"" SS IPS True Resolution : 1920 x 1080 (FHD) Color Saturation : 90% DCI-P3/120% sRGB Contrast ratio 1000:1 ; Adaptive-Sync (FreeSync Premium), HDR Ready Response Time : 1ms (MPRT) / 2ms (GTG) Refresh Rate : 165Hz/OC 170Hz Connectivity : HDMI 2.0 x2, Display port 1.2 x1 (capable for HDR)","रू. 32,500","| Brand New","7 months ago","Laptop And Accessories"
"Gigabyte G27q 27 Inch Gaming Monitor","Panel Size (diagonal) : 27” IPS, True Resolution : 2560 x 1440 (QHD) Response Time : 1ms (MPRT), Refresh Rate : 144Hz Color Saturation : 92% DCI-P3 / 120% sRGB Brightness : 350 cd/m2 (TYP), Contrast Ratio : 1000:1 Display Colors : 8 bits, HDR : VESA Display HDR400 Connectivity : HDMI 2.0 x2, Display port 1.2 x1 (capable for HDR) USB port(s) : USB 3.0 x2, Earphone Jack : Yes, Speaker : 2W x2","रू. 53,500","| Brand New","7 months ago","Laptop And Accessories"
